Unnamed: 0,created_at,user_id,username,tweet,place,near,clean_tweet,tokens,lemma,lemma_sentence,pos_tag,lemma_sentence(with POS),sentiword_analysis,vader_score,textblob_polarity,senti_textblob,senti_wordnet,senti_vader
1426,1/10/2021,106796756.0,stephenhdg,@Cabbiechick1 Heart breaking the mum is still at home feeling poorly with covid on her own  knowing her husband won't make it through the night and can't be with him,,London,heart breaking mum still home feeling poorly with covid her own knowing her husband not make through night not with him,"['heart', 'breaking', 'mum', 'still', 'home', 'feeling', 'poorly', 'with', 'covid', 'her', 'own', 'knowing', 'her', 'husband', 'not', 'make', 'through', 'night', 'not', 'with', 'him']","['heart', 'breaking', 'mum', 'still', 'home', 'feeling', 'poorly', 'with', 'covid', 'her', 'own', 'knowing', 'her', 'husband', 'not', 'make', 'through', 'night', 'not', 'with', 'him']",heart breaking mum still home feeling poorly with covid her own knowing her husband not make through night not with him,"[('heart', 'n'), ('breaking', 'v'), ('mum', 'n'), ('still', 'r'), ('home', 'r'), ('feeling', 'n'), ('poorly', 'r'), ('with', None), ('covid', 'a'), ('her', None), ('own', 'a'), ('knowing', 'v'), ('her', None), ('husband', 'n'), ('not', None), ('make', 'v'), ('through', None), ('night', 'n'), ('not', None), ('with', None), ('him', None)]",  heart break mum still home feeling poorly with covid her own know her husband not make through night not with him,-0.875,0.6908,0.1,1,-1,1
1428,1/10/2021,1498265766.0,raqdelraquel,Family team work ! @HounslowCCG #COVIDVaccination  GP Dr Caballero with her daughter and Respiratory Consultant husband (and now fully trained COVID vaccinator) supporting Chiswick  Team effort 👏👏🙏🏻@Mamen22560915 @londonchest  https://t.co/QiiI0PJRXP,,London,family team work covidvacination cabalero with her daughter respiratory consultant husband now fully trained covid vaccinator supporting chiswick team effort claping hands claping hands folded hands light skin tone,"['family', 'team', 'work', 'covidvacination', 'cabalero', 'with', 'her', 'daughter', 'respiratory', 'consultant', 'husband', 'now', 'fully', 'trained', 'covid', 'vaccinator', 'supporting', 'chiswick', 'team', 'effort', 'claping', 'hands', 'claping', 'hands', 'folded', 'hands', 'light', 'skin', 'tone']","['family', 'team', 'work', 'covidvacination', 'cabalero', 'with', 'her', 'daughter', 'respiratory', 'consultant', 'husband', 'now', 'fully', 'trained', 'covid', 'vaccinator', 'supporting', 'chiswick', 'team', 'effort', 'claping', 'hand', 'claping', 'hand', 'folded', 'hand', 'light', 'skin', 'tone']",family team work covidvacination cabalero with her daughter respiratory consultant husband now fully trained covid vaccinator supporting chiswick team effort claping hand claping hand folded hand light skin tone,"[('family', 'n'), ('team', 'n'), ('work', 'n'), ('covidvacination', 'n'), ('cabalero', 'n'), ('with', None), ('her', None), ('daughter', 'n'), ('respiratory', 'a'), ('consultant', 'n'), ('husband', 'n'), ('now', 'r'), ('fully', 'r'), ('trained', 'v'), ('covid', 'a'), ('vaccinator', 'n'), ('supporting', 'v'), ('chiswick', None), ('team', 'n'), ('effort', 'n'), ('claping', 'v'), ('hands', 'n'), ('claping', 'v'), ('hands', 'n'), ('folded', 'v'), ('hands', 'n'), ('light', 'a'), ('skin', 'n'), ('tone', 'n')]",  family team work covidvacination cabalero with her daughter respiratory consultant husband now fully train covid vaccinator support chiswick team effort clap hand clap hand fold hand light skin tone,1.25,0.9062,0.4,1,1,1
1430,1/10/2021,46959037.0,rogerhighfield,"Search for better #COVID19 vaccines confounded by existing rollouts  https://t.co/byTAfJPdnL As placebo-controlled testing falls out of favour, vaccine developers eye blood markers and challenge trials to assess next candidates  More on challenge trials:  https://t.co/4UzCgjh0f8",,London,search for better covid vaccines confounded existing rolouts placebo controlled testing falls out favour vaccine developers eye blood markers challenge trials assess next candidates more challenge trials,"['search', 'for', 'better', 'covid', 'vaccines', 'confounded', 'existing', 'rolouts', 'placebo', 'controlled', 'testing', 'falls', 'out', 'favour', 'vaccine', 'developers', 'eye', 'blood', 'markers', 'challenge', 'trials', 'assess', 'next', 'candidates', 'more', 'challenge', 'trials']","['search', 'for', 'better', 'covid', 'vaccine', 'confounded', 'existing', 'rolouts', 'placebo', 'controlled', 'testing', 'fall', 'out', 'favour', 'vaccine', 'developer', 'eye', 'blood', 'marker', 'challenge', 'trial', 'assess', 'next', 'candidate', 'more', 'challenge', 'trial']",search for better covid vaccine confounded existing rolouts placebo controlled testing fall out favour vaccine developer eye blood marker challenge trial assess next candidate more challenge trial,"[('search', 'v'), ('for', None), ('better', 'a'), ('covid', 'a'), ('vaccines', 'n'), ('confounded', 'v'), ('existing', 'v'), ('rolouts', 'n'), ('placebo', 'n'), ('controlled', 'v'), ('testing', 'n'), ('falls', 'v'), ('out', None), ('favour', 'a'), ('vaccine', 'n'), ('developers', 'n'), ('eye', 'n'), ('blood', 'n'), ('markers', 'n'), ('challenge', 'v'), ('trials', 'n'), ('assess', 'v'), ('next', 'a'), ('candidates', 'n'), ('more', 'a'), ('challenge', 'n'), ('trials', 'n')]",  search for good covid vaccine confound exist rolouts placebo control testing fall out favour vaccine developer eye blood marker challenge trial assess next candidate more challenge trial,0.5,0.7713,0.4,1,1,1
1432,1/10/2021,636958998.0,shelleywilson30,@Stat_O_Guy @evenoxmyx Too many people think it’s ok. As long as everything is done in the name of Covid it is acceptable.,,London,too many people think long everything done name covid acceptable,"['too', 'many', 'people', 'think', 'long', 'everything', 'done', 'name', 'covid', 'acceptable']","['too', 'many', 'people', 'think', 'long', 'everything', 'done', 'name', 'covid', 'acceptable']",too many people think long everything done name covid acceptable,"[('too', 'r'), ('many', 'a'), ('people', 'n'), ('think', 'v'), ('long', 'r'), ('everything', None), ('done', 'v'), ('name', 'n'), ('covid', 'n'), ('acceptable', 'a')]",  too many people think long everything do name covid acceptable,0.5,0.3182,0.225,1,1,1
1435,1/10/2021,114179380.0,haukegruen,"@DMDent @drphiliplee1 @Shada_tweets Seriously?!? Well, if there’s that many nurses based on the country’s regular need to deal with hospitals, surgeries care homes etc... What do you think having an extra 30k highly infectious Covid patients in ICU wards is going to do to the system?!? FFS 🤦🏻‍♂️",,London,seriously well there that many nurses based country regular need deal with hospitals surgeries care homes etc what you think having extra highly infectious covid patients icu wards going system man facepalming light skin tone,"['seriously', 'well', 'there', 'that', 'many', 'nurses', 'based', 'country', 'regular', 'need', 'deal', 'with', 'hospitals', 'surgeries', 'care', 'homes', 'etc', 'what', 'you', 'think', 'having', 'extra', 'highly', 'infectious', 'covid', 'patients', 'icu', 'wards', 'going', 'system', 'man', 'facepalming', 'light', 'skin', 'tone']","['seriously', 'well', 'there', 'that', 'many', 'nurse', 'based', 'country', 'regular', 'need', 'deal', 'with', 'hospital', 'surgery', 'care', 'home', 'etc', 'what', 'you', 'think', 'having', 'extra', 'highly', 'infectious', 'covid', 'patient', 'icu', 'ward', 'going', 'system', 'man', 'facepalming', 'light', 'skin', 'tone']",seriously well there that many nurse based country regular need deal with hospital surgery care home etc what you think having extra highly infectious covid patient icu ward going system man facepalming light skin tone,"[('seriously', 'r'), ('well', None), ('there', 'r'), ('that', None), ('many', 'a'), ('nurses', 'n'), ('based', 'v'), ('country', 'n'), ('regular', 'a'), ('need', 'n'), ('deal', 'n'), ('with', None), ('hospitals', 'n'), ('surgeries', 'n'), ('care', 'v'), ('homes', 'n'), ('etc', None), ('what', None), ('you', None), ('think', 'v'), ('having', 'v'), ('extra', 'a'), ('highly', 'r'), ('infectious', 'a'), ('covid', 'a'), ('patients', 'n'), ('icu', 'n'), ('wards', 'n'), ('going', 'v'), ('system', 'n'), ('man', 'n'), ('facepalming', 'v'), ('light', 'a'), ('skin', 'n'), ('tone', 'n')]",  seriously well there that many nurse base country regular need deal with hospital surgery care home etc what you think have extra highly infectious covid patient icu ward go system man facepalming light skin tone,0.5,0.5574,-0.01047619,-1,1,1
1436,1/10/2021,26208039.0,theechrisgarner,Have a read this - it’s pretty awesome - if only we all did all 12 the world would be a different place - wonder if we will learn from this pandemic? #COVID19 #bekindtooneanother,,London,have read this pretty awesome only all did all world would different place wonder will learn from this pandemic covid bekindtoneanother,"['have', 'read', 'this', 'pretty', 'awesome', 'only', 'all', 'did', 'all', 'world', 'would', 'different', 'place', 'wonder', 'will', 'learn', 'from', 'this', 'pandemic', 'covid', 'bekindtoneanother']","['have', 'read', 'this', 'pretty', 'awesome', 'only', 'all', 'did', 'all', 'world', 'would', 'different', 'place', 'wonder', 'will', 'learn', 'from', 'this', 'pandemic', 'covid', 'bekindtoneanother']",have read this pretty awesome only all did all world would different place wonder will learn from this pandemic covid bekindtoneanother,"[('have', None), ('read', 'v'), ('this', None), ('pretty', 'r'), ('awesome', 'a'), ('only', 'r'), ('all', None), ('did', None), ('all', None), ('world', 'n'), ('would', None), ('different', 'a'), ('place', 'n'), ('wonder', 'n'), ('will', None), ('learn', 'v'), ('from', None), ('this', None), ('pandemic', 'a'), ('covid', 'a'), ('bekindtoneanother', 'n')]",  have read this pretty awesome only all did all world would different place wonder will learn from this pandemic covid bekindtoneanother,2.0,0.8338,0.3125,1,1,1
1437,1/10/2021,157762532.0,nettiewettie,COVID isolating dinner in bed - thanks @PizzaExpress @Deliveroo  https://t.co/7220eop98v,,London,covid isolating dinner bed thanks,"['covid', 'isolating', 'dinner', 'bed', 'thanks']","['covid', 'isolating', 'dinner', 'bed', 'thanks']",covid isolating dinner bed thanks,"[('covid', 'a'), ('isolating', 'v'), ('dinner', 'n'), ('bed', 'n'), ('thanks', 'n')]",  covid isolate dinner bed thanks,0.125,0.2732,0.2,1,1,1
1439,1/10/2021,1612011.0,ezzye,We have been lied to by English Nationalists. We have been cheated of our safety by Johnson and the covid carpetbaggers. The media barons mind control stops dissent. Our God needs to save the UK. Where is our @Schwarzenegger ?,,London,have been lied english nationalists have been cheated our safety johnson covid carpetbaggers media barons mind control stops dissent our god needs save where our,"['have', 'been', 'lied', 'english', 'nationalists', 'have', 'been', 'cheated', 'our', 'safety', 'johnson', 'covid', 'carpetbaggers', 'media', 'barons', 'mind', 'control', 'stops', 'dissent', 'our', 'god', 'needs', 'save', 'where', 'our']","['have', 'been', 'lied', 'english', 'nationalist', 'have', 'been', 'cheated', 'our', 'safety', 'johnson', 'covid', 'carpetbagger', 'medium', 'baron', 'mind', 'control', 'stop', 'dissent', 'our', 'god', 'need', 'save', 'where', 'our']",have been lied english nationalist have been cheated our safety johnson covid carpetbagger medium baron mind control stop dissent our god need save where our,"[('have', None), ('been', None), ('lied', 'v'), ('english', 'a'), ('nationalists', 'n'), ('have', None), ('been', None), ('cheated', 'v'), ('our', None), ('safety', 'n'), ('johnson', None), ('covid', 'n'), ('carpetbaggers', 'n'), ('media', 'n'), ('barons', 'n'), ('mind', 'n'), ('control', 'n'), ('stops', 'v'), ('dissent', 'v'), ('our', None), ('god', None), ('needs', 'v'), ('save', 'v'), ('where', None), ('our', None)]",  have been lie english nationalist have been cheat our safety johnson covid carpetbagger medium baron mind control stop dissent our god need save where our,1.0,0.4404,0.0,0,1,1
1442,1/10/2021,216083950.0,drwafikmoustafa,"@DominicRaab What happened in the Capitol was totally unnecessary- glad it was contained with very little losses - Biden challenging period, containing Covid 19 and delivering prosperity and in FP democracy in the MEast",,London,what happened capitol was totally unnecessary glad was contained with very little losses biden challenging period containing covid delivering prosperity democracy meast,"['what', 'happened', 'capitol', 'was', 'totally', 'unnecessary', 'glad', 'was', 'contained', 'with', 'very', 'little', 'losses', 'biden', 'challenging', 'period', 'containing', 'covid', 'delivering', 'prosperity', 'democracy', 'meast']","['what', 'happened', 'capitol', 'wa', 'totally', 'unnecessary', 'glad', 'wa', 'contained', 'with', 'very', 'little', 'loss', 'biden', 'challenging', 'period', 'containing', 'covid', 'delivering', 'prosperity', 'democracy', 'meast']",what happened capitol wa totally unnecessary glad wa contained with very little loss biden challenging period containing covid delivering prosperity democracy meast,"[('what', None), ('happened', 'v'), ('capitol', 'n'), ('was', None), ('totally', 'r'), ('unnecessary', 'a'), ('glad', 'a'), ('was', None), ('contained', 'v'), ('with', None), ('very', 'r'), ('little', 'a'), ('losses', 'n'), ('biden', 'n'), ('challenging', 'a'), ('period', 'n'), ('containing', 'v'), ('covid', 'a'), ('delivering', 'v'), ('prosperity', 'n'), ('democracy', 'n'), ('meast', 'n')]",  what happen capitol was totally unnecessary glad was contain with very little loss biden challenging period contain covid deliver prosperity democracy meast,-0.875,0.3246,0.0890625,1,-1,1
1443,1/10/2021,408814508.0,miraosinibi,Totally agree. Using Covid 19 as a bridge to communicate to public how important is to stop to reduce the risk for Covid but let’s spread this tool to healthy eating and tackling obesity that also is an issue in Covid 19.  https://t.co/X3uVvXJ7u8,,London,totally agree using covid bridge communicate public how important stop reduce risk for covid but let spread this tool healthy eating tackling obesity that also issue covid,"['totally', 'agree', 'using', 'covid', 'bridge', 'communicate', 'public', 'how', 'important', 'stop', 'reduce', 'risk', 'for', 'covid', 'but', 'let', 'spread', 'this', 'tool', 'healthy', 'eating', 'tackling', 'obesity', 'that', 'also', 'issue', 'covid']","['totally', 'agree', 'using', 'covid', 'bridge', 'communicate', 'public', 'how', 'important', 'stop', 'reduce', 'risk', 'for', 'covid', 'but', 'let', 'spread', 'this', 'tool', 'healthy', 'eating', 'tackling', 'obesity', 'that', 'also', 'issue', 'covid']",totally agree using covid bridge communicate public how important stop reduce risk for covid but let spread this tool healthy eating tackling obesity that also issue covid,"[('totally', 'r'), ('agree', 'v'), ('using', 'v'), ('covid', 'a'), ('bridge', 'n'), ('communicate', 'v'), ('public', 'n'), ('how', None), ('important', 'a'), ('stop', 'n'), ('reduce', 'v'), ('risk', 'n'), ('for', None), ('covid', 'a'), ('but', None), ('let', 'v'), ('spread', 'v'), ('this', None), ('tool', 'n'), ('healthy', 'a'), ('eating', 'n'), ('tackling', 'v'), ('obesity', 'n'), ('that', None), ('also', 'r'), ('issue', 'v'), ('covid', 'n')]",  totally agree use covid bridge communicate public how important stop reduce risk for covid but let spread this tool healthy eating tackle obesity that also issue covid,1.5,0.5714,0.225,1,1,1
1445,1/10/2021,221815668.0,ewanrcd,@BeerOClockShow Absolutely they should. Pub festivals can work really well. The @pubcathope runs a festival most months (pre Covid obviously) and they are great. Sure CAMRA could help more pubs do something similar,,London,absolutely they should pub festivals can work really well runs festival most months pre covid obviously they are great sure camra could help more pubs something similar,"['absolutely', 'they', 'should', 'pub', 'festivals', 'can', 'work', 'really', 'well', 'runs', 'festival', 'most', 'months', 'pre', 'covid', 'obviously', 'they', 'are', 'great', 'sure', 'camra', 'could', 'help', 'more', 'pubs', 'something', 'similar']","['absolutely', 'they', 'should', 'pub', 'festival', 'can', 'work', 'really', 'well', 'run', 'festival', 'most', 'month', 'pre', 'covid', 'obviously', 'they', 'are', 'great', 'sure', 'camra', 'could', 'help', 'more', 'pub', 'something', 'similar']",absolutely they should pub festival can work really well run festival most month pre covid obviously they are great sure camra could help more pub something similar,"[('absolutely', 'r'), ('they', None), ('should', None), ('pub', 'v'), ('festivals', 'n'), ('can', None), ('work', 'v'), ('really', 'r'), ('well', 'r'), ('runs', 'v'), ('festival', 'n'), ('most', 'a'), ('months', 'n'), ('pre', 'v'), ('covid', 'a'), ('obviously', 'r'), ('they', None), ('are', None), ('great', 'a'), ('sure', 'a'), ('camra', 'n'), ('could', None), ('help', 'v'), ('more', 'a'), ('pubs', 'n'), ('something', None), ('similar', 'a')]",  absolutely they should pub festival can work really well run festival most month pre covid obviously they are great sure camra could help more pub something similar,1.875,0.9528,0.3375,1,1,1
1446,1/10/2021,21036066.0,peza100,Respect to the pope for this message. Let’s get all religions out of the dark age (especially when it comes to sexuality and equality) and the world will be a much better place. #pope #COVID19 #vaccination @Pontifex,,London,respect pope for this message let get all religions out dark age especially when comes sexuality equality world will much better place pope covid vaccination,"['respect', 'pope', 'for', 'this', 'message', 'let', 'get', 'all', 'religions', 'out', 'dark', 'age', 'especially', 'when', 'comes', 'sexuality', 'equality', 'world', 'will', 'much', 'better', 'place', 'pope', 'covid', 'vaccination']","['respect', 'pope', 'for', 'this', 'message', 'let', 'get', 'all', 'religion', 'out', 'dark', 'age', 'especially', 'when', 'come', 'sexuality', 'equality', 'world', 'will', 'much', 'better', 'place', 'pope', 'covid', 'vaccination']",respect pope for this message let get all religion out dark age especially when come sexuality equality world will much better place pope covid vaccination,"[('respect', 'n'), ('pope', 'n'), ('for', None), ('this', None), ('message', 'n'), ('let', 'v'), ('get', 'v'), ('all', None), ('religions', 'n'), ('out', None), ('dark', 'a'), ('age', 'n'), ('especially', 'r'), ('when', None), ('comes', 'v'), ('sexuality', 'n'), ('equality', 'n'), ('world', 'n'), ('will', None), ('much', 'r'), ('better', 'a'), ('place', 'n'), ('pope', 'v'), ('covid', 'a'), ('vaccination', 'n')]",  respect pope for this message let get all religion out dark age especially when come sexuality equality world will much good place pope covid vaccination,0.625,0.7184,0.183333333,1,1,1
1447,1/10/2021,2318807122.0,kaneoram,"Just gone down the rabbit hole of COVID non-believers on Twitter, what a weird bunch🤣",,London,just gone down rabbit hole covid non believers twitter what weird bunch roling flor laughing,"['just', 'gone', 'down', 'rabbit', 'hole', 'covid', 'non', 'believers', 'twitter', 'what', 'weird', 'bunch', 'roling', 'flor', 'laughing']","['just', 'gone', 'down', 'rabbit', 'hole', 'covid', 'non', 'believer', 'twitter', 'what', 'weird', 'bunch', 'roling', 'flor', 'laughing']",just gone down rabbit hole covid non believer twitter what weird bunch roling flor laughing,"[('just', 'r'), ('gone', 'v'), ('down', None), ('rabbit', 'n'), ('hole', 'n'), ('covid', 'a'), ('non', None), ('believers', 'n'), ('twitter', 'v'), ('what', None), ('weird', 'a'), ('bunch', 'n'), ('roling', 'v'), ('flor', 'n'), ('laughing', 'v')]",  just go down rabbit hole covid non believer twitter what weird bunch roling flor laugh,-0.875,0.4404,-0.118518519,-1,-1,1
1449,1/10/2021,157762532.0,nettiewettie,"@290727 Despite being so careful, tested positive for COVID yesterday. Feeling better this afternoon than yesterday morning. Walking to the covid testing site was long and hard. On bed rest.",,London,despite being careful tested positive for covid yesterday feeling better this afternoon than yesterday morning walking covid testing site was long hard bed rest,"['despite', 'being', 'careful', 'tested', 'positive', 'for', 'covid', 'yesterday', 'feeling', 'better', 'this', 'afternoon', 'than', 'yesterday', 'morning', 'walking', 'covid', 'testing', 'site', 'was', 'long', 'hard', 'bed', 'rest']","['despite', 'being', 'careful', 'tested', 'positive', 'for', 'covid', 'yesterday', 'feeling', 'better', 'this', 'afternoon', 'than', 'yesterday', 'morning', 'walking', 'covid', 'testing', 'site', 'wa', 'long', 'hard', 'bed', 'rest']",despite being careful tested positive for covid yesterday feeling better this afternoon than yesterday morning walking covid testing site wa long hard bed rest,"[('despite', None), ('being', None), ('careful', 'a'), ('tested', 'v'), ('positive', 'a'), ('for', None), ('covid', 'a'), ('yesterday', 'n'), ('feeling', 'v'), ('better', 'r'), ('this', None), ('afternoon', 'n'), ('than', None), ('yesterday', 'n'), ('morning', 'n'), ('walking', 'v'), ('covid', 'a'), ('testing', 'n'), ('site', 'n'), ('was', None), ('long', 'r'), ('hard', 'a'), ('bed', 'n'), ('rest', 'n')]",  despite being careful test positive for covid yesterday feel well this afternoon than yesterday morning walk covid testing site was long hard bed rest,1.0,0.5935,-0.053598485,-1,1,1
1451,1/10/2021,497469839.0,michaelrpessex,"#lockdown #lol #negative #corona @ London, United Kingdom  https://t.co/OtX7QB0VSr","{'type': 'Point', 'coordinates': [51.5141, -0.10940000000000001]}",London,lockdown lol negative corona london united kingdom,"['lockdown', 'lol', 'negative', 'corona', 'london', 'united', 'kingdom']","['lockdown', 'lol', 'negative', 'corona', 'london', 'united', 'kingdom']",lockdown lol negative corona london united kingdom,"[('lockdown', 'v'), ('lol', None), ('negative', 'a'), ('corona', None), ('london', None), ('united', None), ('kingdom', None)]",  lockdown lol negative corona london united kingdom,-0.875,0.2263,0.25,1,-1,1
1453,1/10/2021,914281548.0,charlestannock,@julianHjessop UK was free to do all of that whilst in EU &amp; transition status &amp; nothing to do with Brexit. Nice try to paint it as a Brexit achievement. Bit like HMG wrapping vaccines developed with multinational cooperation in a Union Jack. All good due to Brexit all bad due to #COVID19 mantra,,London,was free all that whilst amp transition status amp nothing with brexit nice try paint brexit achievement bit like hmg wrapping vaccines developed with multinational cooperation union jack all good due brexit all bad due covid mantra,"['was', 'free', 'all', 'that', 'whilst', 'amp', 'transition', 'status', 'amp', 'nothing', 'with', 'brexit', 'nice', 'try', 'paint', 'brexit', 'achievement', 'bit', 'like', 'hmg', 'wrapping', 'vaccines', 'developed', 'with', 'multinational', 'cooperation', 'union', 'jack', 'all', 'good', 'due', 'brexit', 'all', 'bad', 'due', 'covid', 'mantra']","['wa', 'free', 'all', 'that', 'whilst', 'amp', 'transition', 'status', 'amp', 'nothing', 'with', 'brexit', 'nice', 'try', 'paint', 'brexit', 'achievement', 'bit', 'like', 'hmg', 'wrapping', 'vaccine', 'developed', 'with', 'multinational', 'cooperation', 'union', 'jack', 'all', 'good', 'due', 'brexit', 'all', 'bad', 'due', 'covid', 'mantra']",wa free all that whilst amp transition status amp nothing with brexit nice try paint brexit achievement bit like hmg wrapping vaccine developed with multinational cooperation union jack all good due brexit all bad due covid mantra,"[('was', None), ('free', 'a'), ('all', None), ('that', None), ('whilst', None), ('amp', None), ('transition', 'n'), ('status', 'n'), ('amp', None), ('nothing', None), ('with', None), ('brexit', None), ('nice', None), ('try', 'v'), ('paint', 'n'), ('brexit', 'n'), ('achievement', 'n'), ('bit', 'n'), ('like', None), ('hmg', None), ('wrapping', 'v'), ('vaccines', 'n'), ('developed', 'v'), ('with', None), ('multinational', 'a'), ('cooperation', 'n'), ('union', 'n'), ('jack', 'v'), ('all', None), ('good', 'a'), ('due', 'a'), ('brexit', 'n'), ('all', None), ('bad', 'a'), ('due', 'a'), ('covid', 'n'), ('mantra', 'n')]",  was free all that whilst amp transition status amp nothing with brexit nice try paint brexit achievement bit like hmg wrap vaccine develop with multinational cooperation union jack all good due brexit all bad due covid mantra,0.375,0.4344,0.125,1,1,1
1454,1/10/2021,195505084.0,roggys,Perhaps this sums it up.... Brought to share but COVID prevents... Now to find a time for the Whisky infused ones.... 75cl &amp; 11.7° ;-)  https://t.co/Wdf0kGA78l,,London,perhaps this sums brought share but covid prevents now find time for whisky infused ones amp,"['perhaps', 'this', 'sums', 'brought', 'share', 'but', 'covid', 'prevents', 'now', 'find', 'time', 'for', 'whisky', 'infused', 'ones', 'amp']","['perhaps', 'this', 'sum', 'brought', 'share', 'but', 'covid', 'prevents', 'now', 'find', 'time', 'for', 'whisky', 'infused', 'one', 'amp']",perhaps this sum brought share but covid prevents now find time for whisky infused one amp,"[('perhaps', 'r'), ('this', None), ('sums', 'n'), ('brought', 'v'), ('share', 'n'), ('but', None), ('covid', 'a'), ('prevents', 'n'), ('now', 'r'), ('find', 'v'), ('time', 'n'), ('for', None), ('whisky', 'a'), ('infused', 'v'), ('ones', 'n'), ('amp', None)]",  perhaps this sum bring share but covid prevents now find time for whisky infuse one amp,0.0,0.2617,0.0,0,0,1
1455,1/10/2021,38934619.0,aggala,#rubik cube inventor Erna Rubik  !!!!! Best indoor toy for all ages during #pandemic  #nationallockdown #COVID19 #Covid19UK #coronavirusuk #CoronavirusStrain #WearAMask #MaskUp #WearADamnMask #AI #Algorithms #ArtificialIntelligence #science #data #Algorithm #Maths #mathepuzzle,,London,rubik cube inventor erna rubik best indoor toy for all ages during pandemic nationalockdown covid covid coronavirusuk coronavirustrain wearamask maskup wearadamnmask algorithms artificialinteligence science data algorithm maths mathepuzle,"['rubik', 'cube', 'inventor', 'erna', 'rubik', 'best', 'indoor', 'toy', 'for', 'all', 'ages', 'during', 'pandemic', 'nationalockdown', 'covid', 'covid', 'coronavirusuk', 'coronavirustrain', 'wearamask', 'maskup', 'wearadamnmask', 'algorithms', 'artificialinteligence', 'science', 'data', 'algorithm', 'maths', 'mathepuzle']","['rubik', 'cube', 'inventor', 'erna', 'rubik', 'best', 'indoor', 'toy', 'for', 'all', 'age', 'during', 'pandemic', 'nationalockdown', 'covid', 'covid', 'coronavirusuk', 'coronavirustrain', 'wearamask', 'maskup', 'wearadamnmask', 'algorithm', 'artificialinteligence', 'science', 'data', 'algorithm', 'math', 'mathepuzle']",rubik cube inventor erna rubik best indoor toy for all age during pandemic nationalockdown covid covid coronavirusuk coronavirustrain wearamask maskup wearadamnmask algorithm artificialinteligence science data algorithm math mathepuzle,"[('rubik', None), ('cube', None), ('inventor', 'n'), ('erna', None), ('rubik', None), ('best', 'a'), ('indoor', 'a'), ('toy', 'n'), ('for', None), ('all', None), ('ages', 'n'), ('during', None), ('pandemic', 'a'), ('nationalockdown', 'a'), ('covid', 'a'), ('covid', None), ('coronavirusuk', None), ('coronavirustrain', 'n'), ('wearamask', None), ('maskup', None), ('wearadamnmask', None), ('algorithms', 'v'), ('artificialinteligence', 'n'), ('science', 'n'), ('data', None), ('algorithm', None), ('maths', 'v'), ('mathepuzle', None)]",  rubik cube inventor erna rubik best indoor toy for all age during pandemic nationalockdown covid covid coronavirusuk coronavirustrain wearamask maskup wearadamnmask algorithms artificialinteligence science data algorithm maths mathepuzle,0.875,0.6369,1.0,1,1,1
1457,1/10/2021,38343841.0,goldenarwanna,When you’re having the best dream ever 🦖🦖 then suddenly you wake up to a phone call informing you nga Royal London ICU Eye of the Covid storm ka ugma! Haaaaaaaaaaaaaaaay. Buhay artista 😳,,London,when you are having best dream ever rex rex then suddenly you wake phone call informing you nga royal london icu eye covid storm ugma hay buhay artista flushed face,"['when', 'you', 'are', 'having', 'best', 'dream', 'ever', 'rex', 'rex', 'then', 'suddenly', 'you', 'wake', 'phone', 'call', 'informing', 'you', 'nga', 'royal', 'london', 'icu', 'eye', 'covid', 'storm', 'ugma', 'hay', 'buhay', 'artista', 'flushed', 'face']","['when', 'you', 'are', 'having', 'best', 'dream', 'ever', 'rex', 'rex', 'then', 'suddenly', 'you', 'wake', 'phone', 'call', 'informing', 'you', 'nga', 'royal', 'london', 'icu', 'eye', 'covid', 'storm', 'ugma', 'hay', 'buhay', 'artista', 'flushed', 'face']",when you are having best dream ever rex rex then suddenly you wake phone call informing you nga royal london icu eye covid storm ugma hay buhay artista flushed face,"[('when', None), ('you', None), ('are', None), ('having', 'v'), ('best', 'a'), ('dream', 'n'), ('ever', 'r'), ('rex', None), ('rex', None), ('then', 'r'), ('suddenly', 'r'), ('you', None), ('wake', 'v'), ('phone', 'n'), ('call', 'n'), ('informing', 'v'), ('you', None), ('nga', 'r'), ('royal', None), ('london', None), ('icu', None), ('eye', 'n'), ('covid', None), ('storm', 'n'), ('ugma', 'v'), ('hay', None), ('buhay', None), ('artista', 'r'), ('flushed', 'a'), ('face', 'n')]",  when you are have best dream ever rex rex then suddenly you wake phone call inform you nga royal london icu eye covid storm ugma hay buhay artista flushed face,1.875,0.7351,0.5,1,1,1
